Date,Demand_Shocks,Supply_Shocks,Risk_Shocks,Energy,Materials,Industrials,Consumer_Discretionary,Consumer_Staples,Health_Care,Financials,Information_Technology,Communication_Services,Utilities,Real_Estate
2001-10-11,-0.44020587436154,4.0492407108029,-0.3005094893272,-0.0041019154182941,0.031989191787877,0.024100555678154,0.033862287178242,-0.008282291415974,-0.0094536630289882,0.012643690516304,0.054729759102375,-0.015931054348119,0.0039594362329238,0.005529597360074
2001-10-12,1.8322565996339,-4.3517920245317,12.106976476928,0.00050224871498446,-0.0059654183665715,-0.0079967450051021,-0.012927657807416,-0.011965555241052,0.0032211956574293,-0.014558672027697,0.0081627838746512,-0.012580828589487,-0.0033492708591823,-0.0026101811827724
2001-10-15,-1.6616100519444,1.0775947138865,2.2908810116353,-0.021221445000538,-0.0076076442992232,0.00045513789394833,-0.00027688048169502,-0.0037687894988367,0.011002337017811,0.0085434353874722,-0.010855274106834,-0.0097058859709978,-0.0098692069021309,0.0052135670528873
2001-10-16,-0.40721268725075,-1.4318199327826,-5.904457301193,0.0091435043276644,0.0091222525843065,0,0.0055689937968581,-0.0019370237318187,0.0010427662223927,0.01508965489855,0.018122910827445,-0.015437032630381,0.020125084641309,-0.016434306463425
2001-10-17,1.5444056557651,-1.8300265784154,6.7991652521748,-0.0061638475768279,-0.016707215923636,-0.02632172078126,-0.03251295031795,-0.0061667099270961,-0.0056848027673681,-0.0081452869292135,-0.045754709475091,-0.010010769165256,-0.0094632189372719,-0.011553730076744
2001-10-18,-3.2606367180629,1.3250032997729,1.2825524418715,-0.03121048395885,-0.0065009167679122,-0.0023811559851836,-0.0097194533302974,0.0059775309632326,-0.0062059437541535,-0.0098445844972373,0.0014015419252885,-0.016642353785597,-0.031326072702485,-0.00474178808275
2001-10-19,-2.3655885031093,4.8477549895795,-1.3204233442915,0.0047369642871975,-0.0053952554645811,0.00042562247929183,0.014355223221715,0.014229934622372,0.0047988800634463,-0.011655108123473,0.013875543422763,-0.0018983524555062,0.014422876680862,-0.026171283297242
2001-10-22,1.1901552770895,-2.0453109878176,-4.7842887885339,0.014077729825814,0.025811538538314,0.012811202003797,0.0081314635726089,0.010391149767976,0.019269884569941,0.025893858747766,0.026289973157993,-0.018069805781543,-0.012475211691724,-0.026221145496674
2001-10-23,0.85968040472693,-0.52620202633512,-0.37595835806438,-0.0024977038833847,0.0051786754784515,-0.0039569002629625,0.0076014076462907,-0.0048574101473972,-0.015998316156726,2.9826262025894E-5,-0.0017634144264087,-0.022651427995012,-0.019841543443812,-0.0053496497472407
2001-10-24,-1.7158232690574,3.7939436376571,-2.5175018967744,-0.0098153897387177,-0.003582378547576,0.0028219456444007,-0.0086318044401872,-0.0036236973450716,-0.0032203677578349,-0.0008056214910056,0.02418999812344,0.0020370266465073,-0.036180330520734,-0.034751241590002
2001-10-25,-0.29315428132909,-1.5353173042655,-4.3733168607539,0.019114724083949,0.0062013237372034,0.016104482562024,0.011508035779133,0.0046433961588039,0.0030162080021176,0.014814646816585,0.028714538431228,-0.0011378268736632,0.022449252575923,0.0091386657332761
2001-10-26,2.0798206903689,-2.4359104021381,-3.287778150783,0.019673372723619,0.010015461662143,0.017029895144237,0.0073385509228176,0.0058201466893586,-0.0024531737445247,0.004870330011974,-0.0096338385589395,0.010727798216908,-0.0066428117928224,-0.0050667225433485
2001-10-29,0.92677078932303,0.65798455983459,11.090611691614,-0.0055157337853023,-0.017813082330222,-0.033092319371343,-0.033717626716546,-0.010975635222194,-0.0076536227317678,-0.028379119612783,-0.048289367646721,-0.0070196599966248,-0.00026140373956187,0.022104047962916
2001-10-30,-1.0441728024823,0.6000122962842,7.5085054113116,-0.030750053535102,-0.013510458821648,-0.021897598953418,-0.022997260975134,-0.0072438685726753,-0.012034900802011,-0.0091045833922923,-0.021581929757573,-0.023863155479154,-0.019002947125615,0.014577996974784
2001-10-31,0.12403772877816,-3.0820456604692,1.9501208589163,-0.0041437510174723,-0.010908607033955,0.0021471215360019,0.012574523668567,-0.002347970085498,-0.0068863762705117,-0.010845596266423,0.012803265972375,-0.0070558933099302,0.0086884977017441,0.008451670202534
2001-11-01,1.0992727014418,-5.1512209018949,-2.6795639472011,0.019847546890114,0.02001606470647,0.026791284341724,0.023558439315622,0.014608338564688,0.011598270132805,0.018956038981258,0.045943071205264,0.01794043724129,-0.0013877418384403,0.015736555538986
2001-11-02,-1.7602889980039,0.42322140850159,-4.469344653478,-0.022236805923213,0.013467948719508,0.01071705862695,0.01138868785403,0.0071099099138949,-0.0022620620402153,0.0078358777930549,0.0033505026069612,-0.0021795734244487,-0.0201055431613,-0.026694083129477
